,OrderID,CustomerID,Product,Category,Quantity,UnitPrice,OrderDate,PaymentMethod,City,DeliveryStatus,ReturnFlag,TotalRevenue,HighOrder,CityGroup
213,O1214,C213,Phone,Electronics,1.0,51000.0,2024-01-31,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
214,O1215,C214,Laptop,Electronics,1.0,120000.0,2024-02-01,Credit Card,Lahore,Delivered,0.0,120000.0,1,Tier2
215,O1216,C215,Headphones,Electronics,2.0,3800.0,2024-02-02,Cash,Karachi,Delivered,0.0,7600.0,0,Tier1
216,O1217,C216,Shirt,Fashion,3.0,2000.0,2024-02-03,Card,Lahore,Returned,1.0,6000.0,0,Tier2
217,O1218,C217,Shoes,Fashion,1.0,5700.0,2024-02-04,Cash,Islamabad,Delivered,0.0,5700.0,0,Tier2
218,O1219,C218,Watch,Fashion,2.0,15000.0,2024-02-05,Card,Karachi,Delivered,0.0,30000.0,0,Tier1
219,O1220,C219,Tablet,Electronics,1.0,81000.0,2024-02-06,Credit Card,Lahore,Delivered,0.0,81000.0,1,Tier2
220,O1221,C220,Phone,Electronics,1.0,50000.0,2024-02-07,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
221,O1222,C221,Laptop,Electronics,1.0,122000.0,2024-02-08,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
222,O1223,C222,Headphones,Electronics,2.0,3600.0,2024-02-09,Cash,Islamabad,Returned,1.0,7200.0,0,Tier2
223,O1224,C223,Shirt,Fashion,3.0,2100.0,2024-02-10,Card,Karachi,Delivered,0.0,6300.0,0,Tier1
224,O1225,C224,Shoes,Fashion,1.0,5900.0,2024-02-11,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
225,O1226,C225,Watch,Fashion,2.0,14800.0,2024-02-12,Credit Card,Karachi,Delivered,0.0,29600.0,0,Tier1
226,O1227,C226,Tablet,Electronics,1.0,83000.0,2024-02-13,Card,Islamabad,Returned,1.0,83000.0,1,Tier2
227,O1228,C227,Phone,Electronics,1.0,51500.0,2024-02-14,Cash,Karachi,Delivered,0.0,51500.0,1,Tier1
228,O1229,C228,Shirt,Fashion,4.0,1950.0,2024-02-15,Card,Lahore,Delivered,0.0,7800.0,0,Tier2
229,O1230,C229,Shoes,Fashion,2.0,5400.0,2024-02-16,Cash,Karachi,Delivered,0.0,10800.0,0,Tier1
230,O1231,C230,Laptop,Electronics,1.0,119000.0,2024-02-17,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
231,O1232,C231,Headphones,Electronics,2.0,3700.0,2024-02-18,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
232,O1233,C232,Shirt,Fashion,3.0,2050.0,2024-02-19,Card,Lahore,Returned,1.0,6150.0,0,Tier2
233,O1234,C233,Shoes,Fashion,1.0,5800.0,2024-02-20,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
234,O1235,C234,Watch,Fashion,2.0,15200.0,2024-02-21,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
235,O1236,C235,Tablet,Electronics,1.0,80000.0,2024-02-22,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
236,O1237,C236,Phone,Electronics,1.0,50500.0,2024-02-23,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
237,O1238,C237,Laptop,Electronics,1.0,123000.0,2024-02-24,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
238,O1239,C238,Headphones,Electronics,2.0,3900.0,2024-02-25,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
239,O1240,C239,Shirt,Fashion,4.0,2100.0,2024-02-26,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
240,O1241,C240,Shoes,Fashion,2.0,5500.0,2024-02-27,Cash,Lahore,Delivered,0.0,11000.0,0,Tier2
241,O1242,C241,Watch,Fashion,1.0,14900.0,2024-02-28,Credit Card,Karachi,Delivered,0.0,14900.0,0,Tier1
242,O1243,C242,Tablet,Electronics,1.0,82000.0,2024-02-29,Card,Islamabad,Returned,1.0,82000.0,1,Tier2
243,O1244,C243,Phone,Electronics,1.0,51000.0,2024-03-01,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
244,O1245,C244,Laptop,Electronics,1.0,120000.0,2024-03-02,Credit Card,Lahore,Delivered,0.0,120000.0,1,Tier2
245,O1246,C245,Headphones,Electronics,2.0,3800.0,2024-03-03,Cash,Karachi,Delivered,0.0,7600.0,0,Tier1
246,O1247,C246,Shirt,Fashion,3.0,2000.0,2024-03-04,Card,Lahore,Returned,1.0,6000.0,0,Tier2
247,O1248,C247,Shoes,Fashion,1.0,5700.0,2024-03-05,Cash,Islamabad,Delivered,0.0,5700.0,0,Tier2
248,O1249,C248,Watch,Fashion,2.0,15000.0,2024-03-06,Card,Karachi,Delivered,0.0,30000.0,0,Tier1
249,O1250,C249,Tablet,Electronics,1.0,81000.0,2024-03-07,Credit Card,Lahore,Delivered,0.0,81000.0,1,Tier2
320,O1251,C250,Phone,Electronics,1.0,50000.0,2024-03-08,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
321,O1252,C251,Laptop,Electronics,1.0,122000.0,2024-03-09,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
322,O1253,C252,Headphones,Electronics,2.0,3600.0,2024-03-10,Cash,Islamabad,Returned,1.0,7200.0,0,Tier2
323,O1254,C253,Shirt,Fashion,3.0,2100.0,2024-03-11,Card,Karachi,Delivered,0.0,6300.0,0,Tier1
324,O1255,C254,Shoes,Fashion,1.0,5900.0,2024-03-12,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
325,O1256,C255,Watch,Fashion,2.0,14800.0,2024-03-13,Credit Card,Karachi,Delivered,0.0,29600.0,0,Tier1
326,O1257,C256,Tablet,Electronics,1.0,83000.0,2024-03-14,Card,Islamabad,Returned,1.0,83000.0,1,Tier2
327,O1258,C257,Phone,Electronics,1.0,51500.0,2024-03-15,Cash,Karachi,Delivered,0.0,51500.0,1,Tier1
328,O1259,C258,Shirt,Fashion,4.0,1950.0,2024-03-16,Card,Lahore,Delivered,0.0,7800.0,0,Tier2
329,O1260,C259,Shoes,Fashion,2.0,5400.0,2024-03-17,Cash,Karachi,Delivered,0.0,10800.0,0,Tier1
330,O1261,C260,Laptop,Electronics,1.0,119000.0,2024-03-18,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
331,O1262,C261,Headphones,Electronics,2.0,3700.0,2024-03-19,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
332,O1263,C262,Shirt,Fashion,3.0,2050.0,2024-03-20,Card,Lahore,Returned,1.0,6150.0,0,Tier2
333,O1264,C263,Shoes,Fashion,1.0,5800.0,2024-03-21,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
334,O1265,C264,Watch,Fashion,2.0,15200.0,2024-03-22,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
335,O1266,C265,Tablet,Electronics,1.0,80000.0,2024-03-23,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
336,O1267,C266,Phone,Electronics,1.0,50500.0,2024-03-24,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
337,O1268,C267,Laptop,Electronics,1.0,123000.0,2024-03-25,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
338,O1269,C268,Headphones,Electronics,2.0,3900.0,2024-03-26,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
339,O1270,C269,Shirt,Fashion,4.0,2100.0,2024-03-27,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
340,O1271,C270,Shoes,Fashion,2.0,5500.0,2024-03-28,Cash,Lahore,Delivered,0.0,11000.0,0,Tier2
341,O1272,C271,Watch,Fashion,1.0,14900.0,2024-03-29,Credit Card,Karachi,Delivered,0.0,14900.0,0,Tier1
342,O1273,C272,Tablet,Electronics,1.0,82000.0,2024-03-30,Card,Islamabad,Returned,1.0,82000.0,1,Tier2
343,O1274,C273,Phone,Electronics,1.0,51000.0,2024-03-31,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
344,O1275,C274,Laptop,Electronics,1.0,120000.0,2024-04-01,Credit Card,Lahore,Delivered,0.0,120000.0,1,Tier2
345,O1276,C275,Headphones,Electronics,2.0,3800.0,2024-04-02,Cash,Karachi,Delivered,0.0,7600.0,0,Tier1
346,O1277,C276,Shirt,Fashion,3.0,2000.0,2024-04-03,Card,Lahore,Returned,1.0,6000.0,0,Tier2
347,O1278,C277,Shoes,Fashion,1.0,5700.0,2024-04-04,Cash,Islamabad,Delivered,0.0,5700.0,0,Tier2
348,O1279,C278,Watch,Fashion,2.0,15000.0,2024-04-05,Card,Karachi,Delivered,0.0,30000.0,0,Tier1
349,O1280,C279,Tablet,Electronics,1.0,81000.0,2024-04-06,Credit Card,Lahore,Delivered,0.0,81000.0,1,Tier2
350,O1281,C280,Phone,Electronics,1.0,50000.0,2024-04-07,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
351,O1282,C281,Laptop,Electronics,1.0,122000.0,2024-04-08,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
352,O1283,C282,Headphones,Electronics,2.0,3600.0,2024-04-09,Cash,Islamabad,Returned,1.0,7200.0,0,Tier2
353,O1284,C283,Shirt,Fashion,3.0,2100.0,2024-04-10,Card,Karachi,Delivered,0.0,6300.0,0,Tier1
354,O1285,C284,Shoes,Fashion,1.0,5900.0,2024-04-11,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
355,O1286,C285,Watch,Fashion,2.0,14800.0,2024-04-12,Credit Card,Karachi,Delivered,0.0,29600.0,0,Tier1
356,O1287,C286,Tablet,Electronics,1.0,83000.0,2024-04-13,Card,Islamabad,Returned,1.0,83000.0,1,Tier2
357,O1288,C287,Phone,Electronics,1.0,51500.0,2024-04-14,Cash,Karachi,Delivered,0.0,51500.0,1,Tier1
358,O1289,C288,Shirt,Fashion,4.0,1950.0,2024-04-15,Card,Lahore,Delivered,0.0,7800.0,0,Tier2
359,O1290,C289,Shoes,Fashion,2.0,5400.0,2024-04-16,Cash,Karachi,Delivered,0.0,10800.0,0,Tier1
360,O1291,C290,Laptop,Electronics,1.0,119000.0,2024-04-17,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
361,O1292,C291,Headphones,Electronics,2.0,3700.0,2024-04-18,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
362,O1293,C292,Shirt,Fashion,3.0,2050.0,2024-04-19,Card,Lahore,Returned,1.0,6150.0,0,Tier2
363,O1294,C293,Shoes,Fashion,1.0,5800.0,2024-04-20,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
364,O1295,C294,Watch,Fashion,2.0,15200.0,2024-04-21,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
365,O1296,C295,Tablet,Electronics,1.0,80000.0,2024-04-22,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
366,O1297,C296,Phone,Electronics,1.0,50500.0,2024-04-23,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
367,O1298,C297,Laptop,Electronics,1.0,123000.0,2024-04-24,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
368,O1299,C298,Headphones,Electronics,2.0,3900.0,2024-04-25,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
369,O1300,C299,Shirt,Fashion,4.0,2100.0,2024-04-26,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
370,O1441,C440,Laptop,Electronics,1.0,119000.0,2024-09-14,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
371,O1442,C441,Headphones,Electronics,2.0,3700.0,2024-09-15,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
372,O1443,C442,Shirt,Fashion,3.0,2050.0,2024-09-16,Card,Lahore,Returned,1.0,6150.0,0,Tier2
373,O1444,C443,Shoes,Fashion,1.0,5800.0,2024-09-17,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
374,O1445,C444,Watch,Fashion,2.0,15200.0,2024-09-18,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
375,O1446,C445,Tablet,Electronics,1.0,80000.0,2024-09-19,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
376,O1447,C446,Phone,Electronics,1.0,50500.0,2024-09-20,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
377,O1448,C447,Laptop,Electronics,1.0,123000.0,2024-09-21,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
378,O1449,C448,Headphones,Electronics,2.0,3900.0,2024-09-22,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
379,O1450,C449,Shirt,Fashion,4.0,2100.0,2024-09-23,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
380,O1651,C650,Phone,Electronics,1.0,50000.0,2025-03-13,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
381,O1652,C651,Laptop,Electronics,1.0,122000.0,2025-03-14,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
382,O1653,C652,Headphones,Electronics,2.0,3600.0,2025-03-15,Cash,Islamabad,Returned,1.0,7200.0,0,Tier2
383,O1654,C653,Shirt,Fashion,3.0,2100.0,2025-03-16,Card,Karachi,Delivered,0.0,6300.0,0,Tier1
384,O1655,C654,Shoes,Fashion,1.0,5900.0,2025-03-17,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
385,O1656,C655,Watch,Fashion,2.0,14800.0,2025-03-18,Credit Card,Karachi,Delivered,0.0,29600.0,0,Tier1
386,O1657,C656,Tablet,Electronics,1.0,83000.0,2025-03-19,Card,Islamabad,Returned,1.0,83000.0,1,Tier2
387,O1658,C657,Phone,Electronics,1.0,51500.0,2025-03-20,Cash,Karachi,Delivered,0.0,51500.0,1,Tier1
388,O1659,C658,Shirt,Fashion,4.0,1950.0,2025-03-21,Card,Lahore,Delivered,0.0,7800.0,0,Tier2
389,O1660,C659,Shoes,Fashion,2.0,5400.0,2025-03-22,Cash,Karachi,Delivered,0.0,10800.0,0,Tier1
390,O1661,C660,Laptop,Electronics,1.0,119000.0,2025-03-23,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
391,O1662,C661,Headphones,Electronics,2.0,3700.0,2025-03-24,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
392,O1663,C662,Shirt,Fashion,3.0,2050.0,2025-03-25,Card,Lahore,Returned,1.0,6150.0,0,Tier2
393,O1664,C663,Shoes,Fashion,1.0,5800.0,2025-03-26,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
394,O1665,C664,Watch,Fashion,2.0,15200.0,2025-03-27,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
395,O1666,C665,Tablet,Electronics,1.0,80000.0,2025-03-28,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
396,O1667,C666,Phone,Electronics,1.0,50500.0,2025-03-29,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
397,O1668,C667,Laptop,Electronics,1.0,123000.0,2025-03-30,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
398,O1669,C668,Headphones,Electronics,2.0,3900.0,2025-03-31,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
399,O1670,C669,Shirt,Fashion,4.0,2100.0,2025-04-01,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
400,O1671,C670,Shoes,Fashion,2.0,5500.0,2025-04-02,Cash,Lahore,Delivered,0.0,11000.0,0,Tier2
401,O1672,C671,Watch,Fashion,1.0,14900.0,2025-04-03,Credit Card,Karachi,Delivered,0.0,14900.0,0,Tier1
402,O1673,C672,Tablet,Electronics,1.0,82000.0,2025-04-04,Card,Islamabad,Returned,1.0,82000.0,1,Tier2
403,O1674,C673,Phone,Electronics,1.0,51000.0,2025-04-05,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
404,O1675,C674,Laptop,Electronics,1.0,120000.0,2025-04-06,Credit Card,Lahore,Delivered,0.0,120000.0,1,Tier2
405,O1676,C675,Headphones,Electronics,2.0,3800.0,2025-04-07,Cash,Karachi,Delivered,0.0,7600.0,0,Tier1
406,O1677,C676,Shirt,Fashion,3.0,2000.0,2025-04-08,Card,Lahore,Returned,1.0,6000.0,0,Tier2
407,O1678,C677,Shoes,Fashion,1.0,5700.0,2025-04-09,Cash,Islamabad,Delivered,0.0,5700.0,0,Tier2
408,O1679,C678,Watch,Fashion,2.0,15000.0,2025-04-10,Card,Karachi,Delivered,0.0,30000.0,0,Tier1
409,O1680,C679,Tablet,Electronics,1.0,81000.0,2025-04-11,Credit Card,Lahore,Delivered,0.0,81000.0,1,Tier2
410,O1681,C680,Phone,Electronics,1.0,50000.0,2025-04-12,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
411,O1682,C681,Laptop,Electronics,1.0,122000.0,2025-04-13,Card,Lahore,Delivered,0.0,122000.0,1,Tier2
412,O1683,C682,Headphones,Electronics,2.0,3600.0,2025-04-14,Cash,Islamabad,Returned,1.0,7200.0,0,Tier2
413,O1684,C683,Shirt,Fashion,3.0,2100.0,2025-04-15,Card,Karachi,Delivered,0.0,6300.0,0,Tier1
414,O1685,C684,Shoes,Fashion,1.0,5900.0,2025-04-16,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
415,O1686,C685,Watch,Fashion,2.0,14800.0,2025-04-17,Credit Card,Karachi,Delivered,0.0,29600.0,0,Tier1
416,O1687,C686,Tablet,Electronics,1.0,83000.0,2025-04-18,Card,Islamabad,Returned,1.0,83000.0,1,Tier2
417,O1688,C687,Phone,Electronics,1.0,51500.0,2025-04-19,Cash,Karachi,Delivered,0.0,51500.0,1,Tier1
418,O1689,C688,Shirt,Fashion,4.0,1950.0,2025-04-20,Card,Lahore,Delivered,0.0,7800.0,0,Tier2
419,O1690,C689,Shoes,Fashion,2.0,5400.0,2025-04-21,Cash,Karachi,Delivered,0.0,10800.0,0,Tier1
420,O1691,C690,Laptop,Electronics,1.0,119000.0,2025-04-22,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
421,O1692,C691,Headphones,Electronics,2.0,3700.0,2025-04-23,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
422,O1693,C692,Shirt,Fashion,3.0,2050.0,2025-04-24,Card,Lahore,Returned,1.0,6150.0,0,Tier2
423,O1694,C693,Shoes,Fashion,1.0,5800.0,2025-04-25,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
424,O1695,C694,Watch,Fashion,2.0,15200.0,2025-04-26,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
425,O1696,C695,Tablet,Electronics,1.0,80000.0,2025-04-27,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
426,O1697,C696,Phone,Electronics,1.0,50500.0,2025-04-28,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
427,O1698,C697,Laptop,Electronics,1.0,123000.0,2025-04-29,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
428,O1699,C698,Headphones,Electronics,2.0,3900.0,2025-04-30,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
429,O1700,C699,Shirt,Fashion,4.0,2100.0,2025-05-01,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
430,O1841,C840,Laptop,Electronics,1.0,119000.0,2025-09-20,Credit Card,Lahore,Delivered,0.0,119000.0,1,Tier2
431,O1842,C841,Headphones,Electronics,2.0,3700.0,2025-09-21,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
432,O1843,C842,Shirt,Fashion,3.0,2050.0,2025-09-22,Card,Lahore,Returned,1.0,6150.0,0,Tier2
433,O1844,C843,Shoes,Fashion,1.0,5800.0,2025-09-23,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
434,O1845,C844,Watch,Fashion,2.0,15200.0,2025-09-24,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
435,O1846,C845,Tablet,Electronics,1.0,80000.0,2025-09-25,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
436,O1847,C846,Phone,Electronics,1.0,50500.0,2025-09-26,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
437,O1848,C847,Laptop,Electronics,1.0,123000.0,2025-09-27,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
438,O1849,C848,Headphones,Electronics,2.0,3900.0,2025-09-28,Cash,Islamabad,Returned,1.0,7800.0,0,Tier2
439,O1850,C849,Shirt,Fashion,4.0,2100.0,2025-09-29,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
440,O1851,C850,Shoes,Fashion,2.0,5600.0,2025-09-30,Cash,Lahore,Delivered,0.0,11200.0,0,Tier2
441,O1852,C851,Watch,Fashion,1.0,15100.0,2025-10-01,Card,Karachi,Delivered,0.0,15100.0,0,Tier1
442,O1853,C852,Tablet,Electronics,1.0,80500.0,2025-10-02,Credit Card,Islamabad,Returned,1.0,80500.0,1,Tier2
443,O1854,C853,Phone,Electronics,1.0,51200.0,2025-10-03,Cash,Karachi,Delivered,0.0,51200.0,1,Tier1
444,O1855,C854,Laptop,Electronics,1.0,120500.0,2025-10-04,Card,Lahore,Delivered,0.0,120500.0,1,Tier2
445,O1856,C855,Headphones,Electronics,2.0,3750.0,2025-10-05,Cash,Karachi,Delivered,0.0,7500.0,0,Tier1
446,O1857,C856,Shirt,Fashion,3.0,2150.0,2025-10-06,Card,Lahore,Returned,1.0,6450.0,0,Tier2
447,O1858,C857,Shoes,Fashion,1.0,5900.0,2025-10-07,Cash,Islamabad,Delivered,0.0,5900.0,0,Tier2
448,O1859,C858,Watch,Fashion,2.0,15300.0,2025-10-08,Card,Karachi,Delivered,0.0,30600.0,0,Tier1
449,O1860,C859,Tablet,Electronics,1.0,81500.0,2025-10-09,Credit Card,Lahore,Delivered,0.0,81500.0,1,Tier2
450,O1861,C860,Phone,Electronics,1.0,50500.0,2025-10-10,Cash,Karachi,Delivered,0.0,50500.0,1,Tier1
451,O1862,C861,Laptop,Electronics,1.0,121000.0,2025-10-11,Card,Lahore,Delivered,0.0,121000.0,1,Tier2
452,O1863,C862,Headphones,Electronics,2.0,3800.0,2025-10-12,Cash,Islamabad,Returned,1.0,7600.0,0,Tier2
453,O1864,C863,Shirt,Fashion,4.0,2200.0,2025-10-13,Card,Karachi,Delivered,0.0,8800.0,0,Tier1
454,O1865,C864,Shoes,Fashion,1.0,5800.0,2025-10-14,Cash,Lahore,Delivered,0.0,5800.0,0,Tier2
455,O1866,C865,Watch,Fashion,2.0,15000.0,2025-10-15,Credit Card,Karachi,Delivered,0.0,30000.0,0,Tier1
456,O1867,C866,Tablet,Electronics,1.0,82000.0,2025-10-16,Card,Islamabad,Returned,1.0,82000.0,1,Tier2
457,O1868,C867,Phone,Electronics,1.0,51000.0,2025-10-17,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
458,O1869,C868,Laptop,Electronics,1.0,119500.0,2025-10-18,Card,Lahore,Delivered,0.0,119500.0,1,Tier2
459,O1870,C869,Headphones,Electronics,2.0,3900.0,2025-10-19,Cash,Karachi,Delivered,0.0,7800.0,0,Tier1
460,O1871,C870,Shirt,Fashion,3.0,2100.0,2025-10-20,Card,Lahore,Returned,1.0,6300.0,0,Tier2
461,O1872,C871,Shoes,Fashion,2.0,5700.0,2025-10-21,Cash,Islamabad,Delivered,0.0,11400.0,0,Tier2
462,O1873,C872,Watch,Fashion,1.0,15200.0,2025-10-22,Card,Karachi,Delivered,0.0,15200.0,0,Tier1
463,O1874,C873,Tablet,Electronics,1.0,80000.0,2025-10-23,Credit Card,Lahore,Delivered,0.0,80000.0,1,Tier2
464,O1875,C874,Phone,Electronics,1.0,50000.0,2025-10-24,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
465,O1876,C875,Laptop,Electronics,1.0,123000.0,2025-10-25,Card,Lahore,Delivered,0.0,123000.0,1,Tier2
466,O1877,C876,Headphones,Electronics,2.0,3700.0,2025-10-26,Cash,Islamabad,Returned,1.0,7400.0,0,Tier2
467,O1878,C877,Shirt,Fashion,4.0,2050.0,2025-10-27,Card,Karachi,Delivered,0.0,8200.0,0,Tier1
468,O1879,C878,Shoes,Fashion,1.0,5900.0,2025-10-28,Cash,Lahore,Delivered,0.0,5900.0,0,Tier2
469,O1880,C879,Watch,Fashion,2.0,15100.0,2025-10-29,Card,Karachi,Delivered,0.0,30200.0,0,Tier1
470,O1881,C880,Tablet,Electronics,1.0,81000.0,2025-10-30,Credit Card,Islamabad,Returned,1.0,81000.0,1,Tier2
471,O1882,C881,Phone,Electronics,1.0,51500.0,2025-10-31,Cash,Karachi,Delivered,0.0,51500.0,1,Tier1
472,O1883,C882,Laptop,Electronics,1.0,120000.0,2025-11-01,Card,Lahore,Delivered,0.0,120000.0,1,Tier2
473,O1884,C883,Headphones,Electronics,2.0,3850.0,2025-11-02,Cash,Karachi,Delivered,0.0,7700.0,0,Tier1
474,O1885,C884,Shirt,Fashion,3.0,2150.0,2025-11-03,Card,Lahore,Returned,1.0,6450.0,0,Tier2
475,O1886,C885,Shoes,Fashion,1.0,5800.0,2025-11-04,Cash,Islamabad,Delivered,0.0,5800.0,0,Tier2
476,O1887,C886,Watch,Fashion,2.0,15350.0,2025-11-05,Card,Karachi,Delivered,0.0,30700.0,0,Tier1
477,O1888,C887,Tablet,Electronics,1.0,82500.0,2025-11-06,Credit Card,Lahore,Delivered,0.0,82500.0,1,Tier2
478,O1889,C888,Phone,Electronics,1.0,50800.0,2025-11-07,Cash,Karachi,Delivered,0.0,50800.0,1,Tier1
479,O1890,C889,Laptop,Electronics,1.0,121500.0,2025-11-08,Card,Lahore,Delivered,0.0,121500.0,1,Tier2
480,O1891,C890,Headphones,Electronics,2.0,3950.0,2025-11-09,Cash,Islamabad,Returned,1.0,7900.0,0,Tier2
481,O1892,C891,Shirt,Fashion,4.0,2100.0,2025-11-10,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
482,O1893,C892,Shoes,Fashion,2.0,5600.0,2025-11-11,Cash,Lahore,Delivered,0.0,11200.0,0,Tier2
483,O1894,C893,Watch,Fashion,1.0,15000.0,2025-11-12,Card,Karachi,Delivered,0.0,15000.0,0,Tier1
484,O1895,C894,Tablet,Electronics,1.0,80000.0,2025-11-13,Credit Card,Islamabad,Returned,1.0,80000.0,1,Tier2
485,O1896,C895,Phone,Electronics,1.0,50000.0,2025-11-14,Cash,Karachi,Delivered,0.0,50000.0,0,Tier1
486,O1897,C896,Laptop,Electronics,1.0,122500.0,2025-11-15,Card,Lahore,Delivered,0.0,122500.0,1,Tier2
487,O1898,C897,Headphones,Electronics,2.0,3700.0,2025-11-16,Cash,Karachi,Delivered,0.0,7400.0,0,Tier1
488,O1899,C898,Shirt,Fashion,3.0,2200.0,2025-11-17,Card,Lahore,Returned,1.0,6600.0,0,Tier2
489,O1900,C899,Shoes,Fashion,1.0,5900.0,2025-11-18,Cash,Islamabad,Delivered,0.0,5900.0,0,Tier2
490,O1901,C900,Watch,Fashion,2.0,15200.0,2025-11-19,Card,Karachi,Delivered,0.0,30400.0,0,Tier1
491,O1902,C901,Tablet,Electronics,1.0,81500.0,2025-11-20,Credit Card,Lahore,Delivered,0.0,81500.0,1,Tier2
492,O1903,C902,Phone,Electronics,1.0,51000.0,2025-11-21,Cash,Karachi,Delivered,0.0,51000.0,1,Tier1
493,O1904,C903,Laptop,Electronics,1.0,120000.0,2025-11-22,Card,Lahore,Delivered,0.0,120000.0,1,Tier2
494,O1905,C904,Headphones,Electronics,2.0,3850.0,2025-11-23,Cash,Islamabad,Returned,1.0,7700.0,0,Tier2
495,O1906,C905,Shirt,Fashion,4.0,2100.0,2025-11-24,Card,Karachi,Delivered,0.0,8400.0,0,Tier1
496,O1907,C906,Shoes,Fashion,1.0,5800.0,2025-11-25,Cash,Lahore,Delivered,0.0,5800.0,0,Tier2
497,O1908,C907,Watch,Fashion,2.0,15150.0,2025-11-26,Card,Karachi,Delivered,0.0,30300.0,0,Tier1
